"","subjID","ang_rate","hap_rate","sur_rate","neg_rate","pos_rate","amb_rate","ang_rate_b1","hap_rate_b1","sur_rate_b1","neg_rate_b1","pos_rate_b1","amb_rate_b1","ang_rate_b2","hap_rate_b2","sur_rate_b2","neg_rate_b2","pos_rate_b2","amb_rate_b2","ang_rate_b3","hap_rate_b3","sur_rate_b3","neg_rate_b3","pos_rate_b3","amb_rate_b3","ang_rate_b4","hap_rate_b4","sur_rate_b4","neg_rate_b4","pos_rate_b4","amb_rate_b4","ang_RT","hap_RT","sur_RT","sur_p_RT","sur_n_RT","neg_RT","pos_RT","amb_RT","amb_p_RT","amb_n_RT","erq_1","erq_2","erq_3","erq_4","erq_5","erq_6","erq_7","erq_8","erq_9","erq_10","ERQCR","ERQES","stai.s_1-","stai.s_2-","stai.s_3","stai.s_4","stai.s_5-","stai.s_6","stai.s_7","stai.s_8-","stai.s_9","stai.s_10-","stai.s_11-","stai.s_12","stai.s_13","stai.s_14","stai.s_15-","stai.s_16-","stai.s_17","stai.s_18","stai.s_19-","stai.s_20-","STAI.S","stai.t_1-","stai.t_2","stai.t_3-","stai.t_4","stai.t_5","stai.t_6-","stai.t_7-","stai.t_8","stai.t_9","stai.t_10-","stai.t_11","stai.t_12","stai.t_13-","stai.t_14-","stai.t_15","stai.t_16-","stai.t_17","stai.t_18","stai.t_19-","stai.t_20","STAI.T","NE_only_1-","NE_only_2","NE_only_3","NE_only_4","NE_only_5","NE_only_6","NE_only_7","NE_only_8","NE_only_9-","NE_only_10","NE_only_11","NE_only_12-","NE_only_13","NE_only_14-","NE_only_15-","NE_only_16-","NE_only_17","NE_only_18-","NE_only_19-","NE_only_20","NE_only_21","NE_only_22","NE_only_23-","NE_only_24-","NE_only_25","NE_only_26","NE_only_27-","NE_only_28-","NE_only_29","NE_only_30-","NE_only_31-","NE_only_32","NE_only_33-","NE_only_34","NE_only_35","NE_only_36","NE_only_37","NE_only_38","NE_only_39-","NE_only_40","NE_only_41","NE_only_42-","NE_only_43","NE_only_44-","NE_only_45-","NE_only_46-","NE_only_47","NE_only_48-","NE_only_49","NE_only_50","NE_only_51","NE_only_52","NE_only_53","NE_only_54-","NE_only_55-","NE_only_56","NE_only_57-","NE_only_58","NE_only_59-","NE_only_60","NEO.N","NEO.E","NEO.O","NEO.A","NEO.C","bdi.1","bdi.2","bdi.3","bdi.4","bdi.5","bdi.6","bdi.7","bdi.8","bdi.9","bdi.10","bdi.11","bdi.12","bdi.13","bdi.14","bdi.15","bdi.16","bdi.17","bdi.18","bdi.19","bdi.20","bdi.21","BDI"
"38",71039,1,0,0.208333333333333,1,0,0.541666666666667,NA,NA,NA,1,0,0.5,1,0,0.0833333333333333,NA,NA,NA,NA,NA,NA,1,0,0.583333333333333,1,0,0.333333333333333,NA,NA,NA,1227.25,1328.33333333333,1771.95833333333,1653.84210526316,2220.8,1474.58333333333,1323.75,1771.125,1704.27272727273,1827.69230769231,5,6,5,1,6,2,5,6,5,6,5.5,3.5,1,1,1,1,2,2,3,3,1,2,3,1,1,3,2,3,3,1,3,3,40,2,2,3,2,2,4,3,2,3,2,1,2,2,3,2,2,3,2,2,2,46,4,1,2,4,3,1,3,4,3,4,3,1,4,4,4,3,1,4,4,3,1,1,1,4,4,3,1,1,3,1,3,1,3,3,4,0,3,3,4,4,3,3,2,3,4,1,1,3,4,4,0,3,4,3,4,3,3,3,4,4,25,22,34,43,43,1,1,1,0,0,0,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,18
"39",71040,1,0,0.333333333333333,1,0,0.25,NA,NA,NA,1,0,0.333333333333333,1,0,0.25,NA,NA,NA,NA,NA,NA,1,0,0.166666666666667,1,0,0.416666666666667,NA,NA,NA,1544.41666666667,1400,1866.54166666667,1783.8125,2032,1926.5,1615.08333333333,2161.5,2189.44444444444,2077.66666666667,2,5,7,1,4,6,2,7,6,6,4.66666666666667,4.5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,21,1,2,2,1,1,3,2,1,2,2,1,2,1,2,1,1,2,1,1,2,31,2,4,3,4,3,3,4,4,4,4,3,3,2,4,4,1,4,4,4,4,1,3,1,4,4,2,3,3,4,3,1,2,4,4,4,0,3,4,4,4,0,4,1,3,4,1,4,3,4,4,1,4,3,2,3,0,3,3,4,4,15,41,35,45,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,6
"40",71041,1,0,0.666666666666667,0.833333333333333,0,0.291666666666667,1,0,0.833333333333333,NA,NA,NA,NA,NA,NA,1,0,0.333333333333333,1,0,0.5,NA,NA,NA,NA,NA,NA,0.666666666666667,0,0.25,1372.66666666667,1433.58333333333,1317.04166666667,1390.625,1280.25,1526.5,1497.33333333333,1675.08333333333,1613.94117647059,1823.57142857143,7,6,7,2,7,4,7,7,7,7,7,4.75,1,1,2,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,2,2,27,1,2,1,1,1,2,2,1,1,1,1,2,1,2,1,1,2,1,1,2,27,1,2,1,4,4,1,3,3,2,4,0,1,3,2,3,2,4,2,1,4,1,2,2,3,4,0,3,0,4,4,1,2,3,4,4,1,4,2,3,4,0,3,3,3,4,0,4,2,3,4,1,4,3,1,4,2,4,2,1,4,10,36,26,31,47,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,2,1,1,0,9
"41",71042,0.916666666666667,0,0.791666666666667,1,0,0.625,1,0,0.833333333333333,NA,NA,NA,NA,NA,NA,1,0,0.666666666666667,0.833333333333333,0,0.75,NA,NA,NA,NA,NA,NA,1,0,0.583333333333333,1434.45454545455,1359.08333333333,1823.5,1972.8,1784.21052631579,1612.83333333333,1377.83333333333,1730.66666666667,1726.33333333333,1733.26666666667,5,5,7,1,3,5,5,1,1,5,4.33333333333333,3,3,2,2,2,3,4,4,3,1,3,3,2,1,2,3,4,4,4,3,4,57,2,2,3,4,2,4,3,2,2,2,2,2,1,2,2,3,3,2,3,3,49,3,1,1,3,3,3,3,3,3,4,4,2,0,4,3,4,2,2,3,3,1,3,0,3,2,4,0,4,3,3,1,1,3,4,3,4,2,3,1,4,2,2,0,4,3,2,1,0,4,4,2,2,2,4,4,3,2,0,4,4,33,21,18,40,40,0,1,2,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,10
"42",71043,1,0.0833333333333333,0.916666666666667,0.916666666666667,0,0.5,NA,NA,NA,0.833333333333333,0,0.583333333333333,1,0,1,NA,NA,NA,NA,NA,NA,1,0,0.416666666666667,1,0.166666666666667,0.833333333333333,NA,NA,NA,1729.25,1819.81818181818,2107,1868.5,2128.68181818182,2045.72727272727,1852.83333333333,2773.25,2499,3047.5,5,2,5,2,6,1,4,5,3,5,5,2,1,1,1,1,2,1,1,3,1,2,2,1,1,2,1,2,1,1,3,2,30,2,1,2,2,1,1,1,2,2,1,1,2,2,2,2,1,2,1,2,1,31,1,4,3,3,2,3,4,4,4,3,2,2,4,3,2,3,3,3,2,3,1,3,3,4,3,3,4,4,3,1,2,2,3,3,3,1,3,3,4,3,3,4,3,3,3,2,2,3,4,3,1,2,4,3,3,1,2,3,3,4,23,35,40,39,33,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
"43",71044,1,0,0.791666666666667,0.916666666666667,0,0.458333333333333,NA,NA,NA,0.833333333333333,0,0.583333333333333,1,0,0.833333333333333,NA,NA,NA,NA,NA,NA,1,0,0.333333333333333,1,0,0.75,NA,NA,NA,1428.16666666667,1724,1846.58333333333,2013.6,1802.63157894737,1997.09090909091,1733.91666666667,2268.75,2160.46153846154,2396.72727272727,4,2,4,2,5,1,5,5,3,5,4.66666666666667,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,3,1,2,1,2,2,37,2,2,2,2,1,2,2,1,1,1,1,2,2,2,1,1,1,1,2,1,30,3,3,1,4,4,4,2.72727272727273,3,3,3,3,2,1,2,3,1,3,4,3,3,3,2,1,3,3,2,3,2,2,1,3,1,3,3,4,1,3,3,3,3,1,3,2,2,2,2,3,2,4,3,0,3,3,3,3,1,4,1,4,4,24,32.7272727272727,26,36,36,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,4
"44",71045,1,0,0.458333333333333,0.916666666666667,0,0.458333333333333,1,0,0.416666666666667,NA,NA,NA,NA,NA,NA,1,0,0.416666666666667,1,0,0.5,NA,NA,NA,NA,NA,NA,0.833333333333333,0,0.5,1515.08333333333,1687.83333333333,2055,1980.53846153846,2143,1788.81818181818,1533.33333333333,1986.66666666667,1822.69230769231,2180.45454545455,7,6,7,1,5,2,7,7,6,7,6.66666666666667,3.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,2,2,2,2,1,1,2,3,1,1,2,1,1,1,1,2,2,1,1,30,3,3,2,4,4,1,4,4,4,3,3,3,3,4,4,1,4,4,4,3,1,3,3,4,3,1,2,3,4,1,3,1,4,4,4,1,4,3,4,4,3,4,4,2,3,1,3,3,4,3,1,3,3,4,3,1,1,2,4,4,20,35,38,46,39,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,8
"45",71046,1,0,0.625,0.916666666666667,0,0.458333333333333,1,0,0.583333333333333,NA,NA,NA,NA,NA,NA,1,0,0.583333333333333,1,0,0.666666666666667,NA,NA,NA,NA,NA,NA,0.833333333333333,0,0.333333333333333,1538.16666666667,1624.25,2139.5,2256.88888888889,2069.06666666667,1822.18181818182,1716.75,2973.70833333333,3000.30769230769,2942.27272727273,7,4,7,1,6,4,7,6,2,6,6.5,2.75,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,23,1,1,1,1,1,2,1,1,1,1,1,2,1,3,1,1,1,1,1,1,24,2,3,0,3,3,1,4,4,4,4,0,3,3,3,4,1,4,4,4,4,0,0,2,3,4,0,4,4,2,3,0,0,3,3,4,1,4,2,4,4,0,4,3,2,2,0,3,2,3,3,1,3,3,3,4,0,4,1,4,4,6,36,31,38,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",71047,1,0,0.75,0.916666666666667,0,0.333333333333333,NA,NA,NA,0.833333333333333,0,0.416666666666667,1,0,0.75,NA,NA,NA,NA,NA,NA,1,0,0.25,1,0,0.75,NA,NA,NA,1288,1307.41666666667,1477.75,1657.16666666667,1417.94444444444,1501.54545454545,1548.58333333333,1909.125,1930.6875,1866,6,6,6,1,7,6,6,5,5,6,6,4.5,1,2,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,24,1,2,2,1,1,2,1,1,2,1,1,3,3,3,2,1,1,1,1,1,31,2,3,1,4,3,3,4,4,3,3,1,4,2,3,3,1,4,4,3,1,0,4,0,2,3,1,3,3,4,3,1,2,1,4,4,2,4,3,4,4,1,4,0,3,3,3,3,3,4,4,1,4,3,4,4,1,4,3,3,4,17,43,27,41,39,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4
"47",71048,1,0,0.666666666666667,0.916666666666667,0,0.333333333333333,NA,NA,NA,0.833333333333333,0,0.5,1,0,0.75,NA,NA,NA,NA,NA,NA,1,0,0.166666666666667,1,0,0.583333333333333,NA,NA,NA,1353.33333333333,1197.41666666667,1353.33333333333,1361,1349.5,1301.90909090909,1292.41666666667,1428.20833333333,1308.5,1667.625,6,4,6,1,6,2,5,4,2,5,5.33333333333333,2.25,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,23,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,23,1,3,1,4,4,0,3,3,4,3,1,4,1,4,3,0,4,3,3,4,0,1,2,3,4,0,4,2,2,1,0,2,3,3,4,1,4,1,4,4,0,4,1,2,3,0,3,0,4,4,1,4,3,3,4,0,3,1,4,4,4,39,21,40,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48",71049,1,0,0.916666666666667,0.916666666666667,0,0.375,1,0,0.833333333333333,NA,NA,NA,NA,NA,NA,1,0,0.416666666666667,1,0,1,NA,NA,NA,NA,NA,NA,0.833333333333333,0,0.333333333333333,1582.08333333333,1551,1565.16666666667,2012.5,1524.5,1578.54545454545,1432.75,1881.70833333333,1734.53333333333,2127,6,5,6,2,6,3,6,5,5,6,5.83333333333333,3.75,2,1,2,1,3,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,26,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,1,26,3,4,3,3,4,1,4,3,2,3,3,1,1,4,4,0,4,3,0,4,1,3,0,2,4,0,4,3,1,3,1,3,3,3,4,1,4,3,3,4,1,3,1,1,3,1,3,1,4,4,1,3,3,3,4,0,3,1,3,4,13,39,25,29,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",71050,1,0,0.833333333333333,0.916666666666667,0,0.625,1,0,0.75,NA,NA,NA,NA,NA,NA,1,0,0.5,1,0,0.916666666666667,NA,NA,NA,NA,NA,NA,0.833333333333333,0,0.75,1643.83333333333,1568.91666666667,2125.41666666667,2385.25,2073.45,1624.18181818182,1752.25,2033.54166666667,2109.44444444444,1988,5,4,2,2,1,4,4,3,3,3,3,3.25,3,4,3,3,3,1,4,4,3,3,4,3,2,4,4,4,4,2,3,3,64,2,4,3,4,4,3,3,4,4,2,2,4,3,3,3,3,2,3,3,2,61,4,3,3,4,2,3,4,3,3,1,4,2,3,4,1,4,3,3,3,2,3,3,3,4,1,4,1,3,3,1,4,2,3,4,3,3,4,4,4,3,2,3,3,3,2,3,3,3,4,1,3,2,3,3,2,3,2,1,4,3,40,32,35,43,22,1,1,2,1,0,0,3,3,1,1,1,0,2,2,2,2,0,1,2,1,0,26
"50",71051,1,0.0833333333333333,0.875,1,0,0.458333333333333,NA,NA,NA,1,0,0.5,1,0,0.833333333333333,NA,NA,NA,NA,NA,NA,1,0,0.416666666666667,1,0.166666666666667,0.916666666666667,NA,NA,NA,1154,1408.63636363636,1149,1325.33333333333,1123.80952380952,1320.25,1290.75,1682.79166666667,1843,1493.45454545455,7,6,7,2,7,4,7,7,4,7,7,4,1,1,2,2,2,2,3,1,1,1,2,2,2,1,1,1,3,2,1,2,33,2,2,1,4,2,1,1,1,2,1,2,3,2,2,3,2,3,2,1,3,40,1,1,4,4,4,3,4,4,4,4,3,1,4,4,0,3,4,2,3,4,1,3,4,1,4,4,1,1,3,1,3,4,4,4,4,1,4,4,4,4,2,3,4,1,4,3,4,0,4,4,2,4,4,3,4,3,4,4,3,4,29,37,39,38,41,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,10
"51",71052,1,0,0.833333333333333,0.916666666666667,0,0.458333333333333,NA,NA,NA,0.833333333333333,0,0.583333333333333,1,0,0.833333333333333,NA,NA,NA,NA,NA,NA,1,0,0.333333333333333,1,0,0.833333333333333,NA,NA,NA,1182.83333333333,1296.5,1518.58333333333,1927,1436.9,1556.81818181818,1391.33333333333,1831.66666666667,1893.30769230769,1758.81818181818,7,4,7,1,7,4,7,7,5,7,7,3.5,2,1,3,3,2,1,3,2,1,2,1,2,1,2,2,1,3,2,2,2,38,1,2,1,2,1,2,1,2,3,1,1,1,1,3,1,1,2,2,1,1,30,3,3,3,4,3,3,4,4,4,4,3,1,1,1,3,1,3,4,3,4,1,2,1,1,3,1,4,1,3,3,3,2,3,4,4,1,4,1,1,4,0,3,1,2,4,1,4,3,4,4,0,4,4,4,4,0,4,3,4,4,17,38,29,35,44,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,9
"52",71053,1,0,0.791666666666667,0.916666666666667,0,0.375,1,0,0.833333333333333,NA,NA,NA,NA,NA,NA,1,0,0.333333333333333,1,0,0.75,NA,NA,NA,NA,NA,NA,0.833333333333333,0,0.416666666666667,1379.25,1415.08333333333,1640.75,2357,1452.26315789474,1463.36363636364,1329.41666666667,1819.20833333333,1729.86666666667,1968.11111111111,5,6,3,2,2,3,4,4,1,4,3.66666666666667,3,2,1,1,1,1,1,2,2,1,1,1,3,1,2,1,2,3,1,2,2,31,3,2,2,3,2,2,3,3,2,2,1,2,3,2,2,2,2,3,2,2,45,2.18181818181818,3,1,4,3,3,4,3,3,3,4,0,2,3,3,1,3,3,1,3,1,3,1,3,4,3,3,0,1,1,3,2,2,3,4,2,3,4,3,2,1,3,1,3,2,2,3,2,4,3,3,4,3,3,3,1,0,2,2,4,26.1818181818182,31,24,33,35,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,13
"53",71054,1,0,0.583333333333333,0.916666666666667,0,0.5,1,0,0.583333333333333,NA,NA,NA,NA,NA,NA,1,0,0.5,1,0,0.583333333333333,NA,NA,NA,NA,NA,NA,0.833333333333333,0,0.5,1572.41666666667,1578.91666666667,2035.41666666667,2078.6,2004.57142857143,1493.63636363636,1823.16666666667,2118.66666666667,2249.83333333333,1987.5,5,1,7,3,5,1,5,5,1,5,5.33333333333333,1.5,2,2,1,3,2,1,1,1,1,1,2,2,1,1,2,1,2,1,1,3,31,2,3,2,4,2,3,3,4,3,2,2,3,3,3,1,2,1,2,2,2,49,4,1,3,4,3,3,4,2,1,4,4,3,0,3,4,3,1,4,1,4,1,3,0,0,4,4,0,3,1,1,4,1,3,4,4,1,2,4,3,4,1,0,0,4,3,3,3,3,4,4,1,4,4,3,3,3,1,1,1,4,32,23,27,29,42,1,0,1,1,1,0,2,1,0,2,0,1,0,2,1,0,2,1,1,1,2,20
"54",71055,1,0,0.833333333333333,0.916666666666667,0,0.583333333333333,NA,NA,NA,0.833333333333333,0,0.583333333333333,1,0,0.833333333333333,NA,NA,NA,NA,NA,NA,1,0,0.583333333333333,1,0,0.833333333333333,NA,NA,NA,1768.5,1516.16666666667,1958.95833333333,2051,1940.55,1664.54545454545,1498.08333333333,2130.41666666667,2007.4,2218.28571428571,7,7,7,3,4,6,7,5,6,7,6.16666666666667,5.5,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,41,2,2,2,2,2,3,2,2,3,2,2,2,3,3,2,2,2,2,2,2,44,1,2,3,4,3,3,2,3,4,3,3,2,3,3,2,2,3,3,1,3,1,2,1,2,3,2,1,2,3,1,1,1,3,3,3,1,3,2,2,3,2,2,2,2,1,3,2,2,4,2,1,3,3,1,3,1,3,1,4,3,21,26,28,33,30,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,1,0,1,0,8
"55",71057,1,0,0.791666666666667,1,0,0.625,1,0,0.75,NA,NA,NA,NA,NA,NA,1,0,0.583333333333333,1,0,0.833333333333333,NA,NA,NA,NA,NA,NA,1,0,0.666666666666667,1671.5,1394.5,1699.29166666667,1787.4,1676.10526315789,1783.66666666667,1776,2484.08333333333,2350.22222222222,2564.4,6,5,6,1,5,6,5,5,5,5,5.33333333333333,4.25,2,3,1,2,2,1,3,2,1,1,2,2,3,2,3,3,1,1,2,2,39,2,3,2,3,1,3,4,2,3,2,1,2,3,3,1,2,3,3,2,3,48,3,2,2,4,3,3,4,4,4,1,4,1,4,4,3,2,3,3,3,3,3,3,3,4,3,1,3,3,1,1,3,3,0,3,4,2,4,4,3,3,1,3,3,3,3,2,4,3,4,3,1,4,4,2,3,1,2,4,3,4,26,36,37,38,34,0,1,0,0,0,0,1,1,0,1,2,0,0,0,1,1,0,1,1,1,0,11
"56",71058,1,0.166666666666667,0.583333333333333,0.916666666666667,0,0.5,1,0.166666666666667,0.583333333333333,NA,NA,NA,NA,NA,NA,1,0,0.5,1,0.166666666666667,0.583333333333333,NA,NA,NA,NA,NA,NA,0.833333333333333,0,0.5,1293.75,1477.5,1768.625,1978.4,1618.78571428571,1450.27272727273,1510,1662.91666666667,1623.83333333333,1702,5,2,6,2,5,2,5,5,1,6,5.33333333333333,1.75,2,2,1,1,2,1,1,2,1,2,3,1,1,3,2,1,1,1,2,3,33,2,2,2,2,2,2,2,2,3,2,2,1,2,3,2,2,2,3,2,2,42,3,3,3,4,3,3,4,1,3,1,1,3,1,4,1,3,4,4,4,1,1,3,3,4,3,3,4,1,1,0,3,3,4,4,3,3,4,4,4,3,3,4,3,3,1,3,3,1,3,1,3,3,3,1,3,1,3,1,3,3,30,41,29,38,23,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,10
"57",71059,1,0,0.833333333333333,0.916666666666667,0,0.416666666666667,NA,NA,NA,0.833333333333333,0,0.416666666666667,1,0,0.833333333333333,NA,NA,NA,NA,NA,NA,1,0,0.416666666666667,1,0,0.833333333333333,NA,NA,NA,1453.25,1390.91666666667,1662.875,1588,1677.85,1834.45454545455,1500.58333333333,2109.875,2129.92857142857,2081.8,6,6,5,2,6,7,6,6,7,6,5.83333333333333,5.5,2,3,1,1,1,2,3,2,2,1,2,2,1,2,1,2,2,1,1,2,34,2,2,2,3,2,2,1,2,2,1,2,3,1,3,2,1,4,3,2,2,42,1,1,4,4,1,3,2,3,4,2,2,0,4,3,2,3,1,4,3,3,1,3,3,4,3,3,2,4,3,0,1,1,4,4,4,3,3,4,4,3,1,1,4,3,2,1,2,4,4,2,2,3,4,4,2,3,2,4,4,4,24,21,46,44,28,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,8
"58",71060,1,0,0.958333333333333,1,0,0.541666666666667,NA,NA,NA,1,0,0.5,1,0,1,NA,NA,NA,NA,NA,NA,1,0,0.583333333333333,1,0,0.916666666666667,NA,NA,NA,1419.58333333333,1414.08333333333,1537.70833333333,2091,1513.65217391304,1745.16666666667,1558.83333333333,1899.375,1971.54545454545,1838.30769230769,4,5,5,3,3,5,3,4,5,3,3.66666666666667,4.5,4,2,4,3,2.68421052631579,1,2,3,1,3,3,4,3,4,3,3,2,1,2,3,53.6842105263158,3,4,3,4,2,3,3,3,3.10526315789474,3,3,4,3,4,2,3,4,2,3,3,62.1052631578947,4,1,2.54545454545455,3,1,3,2,2,3,3,3,1,1,4,3,4,3,3,2,3,4,1,1,4,3,2,1,2,1,1,4,2,4,2,3,2,2,4,2,3,3,2,0,4,4,3,0,4,4,4,4,2,4,4,2,1,1,3,2,3,37,18,30.5454545454545,35,33,1,1,0,0,2,1,1,2,1,2,2,0,1,0,0,3,0,1,1,0,0,19
"59",71061,1,0,0.916666666666667,0.916666666666667,0,0.625,1,0,0.916666666666667,NA,NA,NA,NA,NA,NA,1,0,0.5,1,0,0.916666666666667,NA,NA,NA,NA,NA,NA,0.833333333333333,0,0.75,1301.08333333333,1331.83333333333,1599.5,1845,1577.18181818182,1656,1547.58333333333,2115.875,2076.11111111111,2139.73333333333,5,5,6,3,6,4,5,6,2,3,5.16666666666667,3.5,2,2,1,1,2,1,1,2,1,2,3,1,1,3,1,1,1,2,3,3,34,3,2,3,2,1,2,2,1,1,1,1,2,2,3,1,2,2,2,2,1,36,2,2,3,4,3,3,3,3,2,3,4,1,3,2,1,2,3,3,3,3,1,3,3,4,3,1,3,3,2,2,1,3,3,3,3,1,3,4,3,3,2,4,3,2,3,1,4,3,3,3,0,3,3,1,3,2,2,2,3,3,20,34,36,32,33,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,11
